log,label
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
Appointment 9002 cancelled by user 60021,INFO
User 203 attempted to access admin-only endpoint /api/appointments/{id}/status,AUTHORIZATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 555)",SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
User 60021 does not have permission to access /api/auth/register,AUTHORIZATION_ERROR
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
Failed to serialize response for endpoint /api/admin/schedules,APPLICATION_ERROR
Legacy subsystem emitted an unrecognized diagnostic code 555,UNKNOWN
GC pause of 120 ms detected on spring-app container,PERFORMANCE_WARNING
Exception in method: cancelAppointment | Message: Appointment 77410 not found,APPLICATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Miscellaneous debug marker 31 left in codebase,UNKNOWN
Appointment 555 status updated to ACCEPTED,INFO
Unusual number of admin actions performed by user 8891 in a short period,SECURITY_ALERT
Application failed to start: port 8443 already in use (pid 203),SYSTEM_ERROR
Deadlock found when trying to get lock on table appointments; try restarting transaction,DATABASE_ERROR
Application failed to start: port 8443 already in use (pid 8891),SYSTEM_ERROR
Suspicious request payload containing script tags blocked for /api/appointments/{id}/cancel,SECURITY_ALERT
User 4471 attempted to book an already-cancelled appointment,WARNING
SSL handshake failed while connecting to mail server,NETWORK_ERROR
"Cache miss for service svc-202 listing, falling back to database",WARNING
Table 'appointmentdb.working_schedule' doesn't exist,DATABASE_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Slow response detected for /api/auth/register: 7300 ms,PERFORMANCE_WARNING
"Working schedule overlaps detected for staff member 4471, auto-resolved",WARNING
User 77410 does not have permission to access /api/auth/login,AUTHORIZATION_ERROR
"Cache miss for service svc-202 listing, falling back to database",WARNING
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 8891,SYSTEM_ERROR
Appointment 77410 cancelled by user 12345,INFO
Deprecated API version used by client for endpoint /api/auth/register,WARNING
Failed to serialize response for endpoint /api/appointments/{id}/status,APPLICATION_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 77410,NETWORK_ERROR
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Completely unrelated unknown event (ref 77410),UNKNOWN
Slow response detected for /api/appointments/{id}/cancel: 3100 ms,PERFORMANCE_WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 9002,SYSTEM_ERROR
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Container spring-app restarted unexpectedly at cycle 31,SYSTEM_ERROR
Failed to serialize response for endpoint /api/auth/login,APPLICATION_ERROR
Slow response detected for /api/services: 310 ms,PERFORMANCE_WARNING
Account for user 12345 locked after repeated failed authentication attempts,SECURITY_ALERT
Disk space critically low on mysql-db volume (310 MB free),SYSTEM_ERROR
SSL handshake failed while connecting to mail server,NETWORK_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
Slow response detected for /api/services: 80 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/admin/schedules by user 203,AUTHORIZATION_ERROR
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
Appointment 8891 cancelled by user 77410,INFO
IllegalStateException: working schedule not initialized for staff 203,APPLICATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
Account for user 9002 locked after repeated failed authentication attempts,SECURITY_ALERT
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Appointment 60021 cancelled by user 555,INFO
Appointment 9002 cancelled by user 31,INFO
Login failed for user customer1@mail.com: invalid credentials,AUTHENTICATION_ERROR
Slow response detected for /api/appointments/{id}/status: 3100 ms,PERFORMANCE_WARNING
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
Database query for available slots took 6100 ms,PERFORMANCE_WARNING
"Working schedule overlaps detected for staff member 555, auto-resolved",WARNING
Disk space critically low on mysql-db volume (120 MB free),SYSTEM_ERROR
Slow response detected for /api/appointments/{id}/cancel: 310 ms,PERFORMANCE_WARNING
Method getAllAppointments took 45 ms to complete,PERFORMANCE_WARNING
IllegalStateException: working schedule not initialized for staff 203,APPLICATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 4471 not found,APPLICATION_ERROR
Disk space critically low on mysql-db volume (120 MB free),SYSTEM_ERROR
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
Account for user 31 locked after repeated failed authentication attempts,SECURITY_ALERT
Slow response detected for /api/auth/register: 3100 ms,PERFORMANCE_WARNING
IllegalStateException: working schedule not initialized for staff 4471,APPLICATION_ERROR
Miscellaneous debug marker 8891 left in codebase,UNKNOWN
Appointment 8891 cancelled by user 8891,INFO
User 60021 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
"Cache miss for service svc-330 listing, falling back to database",WARNING
"Cache miss for service svc-101 listing, falling back to database",WARNING
IllegalStateException: working schedule not initialized for staff 203,APPLICATION_ERROR
AccessDeniedException: role CUSTOMER cannot perform this action on /api/appointments/{id}/status,AUTHORIZATION_ERROR
"Working schedule overlaps detected for staff member 12345, auto-resolved",WARNING
"Docker health check failed for spring-app container, retry 31",SYSTEM_ERROR
Validation failed: startTime must not be null,VALIDATION_ERROR
Appointment 31 cancelled by user 9002,INFO
Miscellaneous debug marker 31 left in codebase,UNKNOWN
Unclassified telemetry ping from unknown source 203.0.113.42,UNKNOWN
No handler registered for event type 8891,UNKNOWN
Appointment 31 cancelled by user 555,INFO
403 Forbidden returned for request to /api/appointments/{id}/cancel by user 12345,AUTHORIZATION_ERROR
Expired JWT token for user 9002,AUTHENTICATION_ERROR
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Unusual number of admin actions performed by user 31 in a short period,SECURITY_ALERT
Legacy subsystem emitted an unrecognized diagnostic code 77410,UNKNOWN
User 8891 does not have permission to access /api/auth/register,AUTHORIZATION_ERROR
JWT signature does not match locally computed signature,AUTHENTICATION_ERROR
User 12345 logged out,INFO
AuthenticationException: Bad credentials for user staff2@clinic.local,AUTHENTICATION_ERROR
User 12345 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Placeholder log entry 12345 pending removal,UNKNOWN
Database query for available slots took 200 ms,PERFORMANCE_WARNING
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Working schedule created for staff member 60021,INFO
Table 'appointmentdb.working_schedule' doesn't exist,DATABASE_ERROR
Uninterpreted binary blob logged at offset 555,UNKNOWN
Application failed to start: port 8443 already in use (pid 555),SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Container spring-app restarted unexpectedly at cycle 31,SYSTEM_ERROR
Account for user 555 locked after repeated failed authentication attempts,SECURITY_ALERT
"JVM garbage collector could not reclaim memory, heap dump 60021 written",SYSTEM_ERROR
Appointment 77410 requested for a slot close to closing time,WARNING
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
Deadlock found when trying to get lock on table appointments; try restarting transaction,DATABASE_ERROR
Appointment 203 status updated to ACCEPTED,INFO
Repeated 401 Unauthorized responses from IP 10.0.0.5 within short window,SECURITY_ALERT
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Request from 198.51.100.7 attempted path traversal on static resource path,SECURITY_ALERT
Validation failed: username already exists,VALIDATION_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Thread pool queue depth elevated while processing /api/admin/schedules requests,PERFORMANCE_WARNING
Slow response detected for /api/appointments/{id}/status: 200 ms,PERFORMANCE_WARNING
"Fatal error: unable to load SSL keystore, service unavailable (code 31)",SYSTEM_ERROR
JWT token missing on protected endpoint /api/appointments,AUTHENTICATION_ERROR
User 555 successfully logged in,INFO
User 555 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
User 12345 attempted to access admin-only endpoint /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Malformed Authorization header on request to /api/appointments,AUTHENTICATION_ERROR
User 8891 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Repeated 401 Unauthorized responses from IP 192.168.1.10 within short window,SECURITY_ALERT
Query timeout while fetching appointments for user 555,DATABASE_ERROR
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Login failed for user staff2@clinic.local: invalid credentials,AUTHENTICATION_ERROR
NullPointerException while processing appointment request for user 12345,APPLICATION_ERROR
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
User 77410 does not have permission to access /api/auth/register,AUTHORIZATION_ERROR
Possible brute force attack detected against /api/auth/login from 203.0.113.42,SECURITY_ALERT
